type,org,description,ticket_id,coords,photo_url,after_photo,address,timestamp,problem_type_abdul,star,count_reopen,note,state,last_activity
ทางเท้า,กรุงเทพมหานคร,ขณะมีการก่อสร้างรถไฟฟ้าบริเวณหน้า อพาร์ตเมนต์สรวิศเพลศ ปากซอยลาดพร้าว 46 ทำให้ฟุตบาทพังหมดเลยครับ,2023-LNEQ9K,"['100.58430', '13.79971']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/c331cefc135448c6f099b79aab3b661ae8413273.jpg,,อาคารสรวิศเพลส 858 ถ. ลาดพร้าว แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18 03:18:24.758958+00,['ทางเท้า'],,0,เขตห้วยขวาง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-18 03:27:54.479453+00
"ถนน,ร้องเรียน,เสียงรบกวน",กรุงเทพมหานคร,"ปัญหา: ประชาชนร้องทุกข์ผ่านสายด่วนรัฐบาล 1111 ให้เจ้าหน้าที่เขตไปตรวจสอบบ้านข้างที่เปิดแอร์แล้วมีเสียงดังรบกวน
จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ถนนสายไหม 56/1 ซอย 9 บ้านเลขที่ 11/108
บ้านเลขที่: 11/108
ซอย: 9
ถนน: สายไหม 56/1
เขต: สายไหม
แขวง : สายไหม
#1555",79DHHX,"['100.66144', '13.91856']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684379573743.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684382931468.jpeg,"9 สายไหม 56/1 จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ถนนสายไหม 56/1 ซอย 9 บ้านเลขที่ 11/108
เขต: สายไหม
แขวง : สายไหม : 190 ซอย สายไหม 56/1 สายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย",2023-05-18 03:12:55.114198+00,"['ถนน', 'ร้องเรียน', 'เสียงรบกวน']",,0,ผู้ร้องเป็นผู้ที่ลาออกไปหลายปีแล้ว และวันเกิดเหตุเข้ามาขอลายเซ็นต์โดยไม่แจ้งข้อมูลว่าจะให้รับรองไปสมัครอะไร จึงแจ้งให้ทำตามขั้นตอนลงเรื่องรับที่ฝ่ายปกครองเพื่อตรวจสอบข้อมูลว่าเคยปฏิบัติงานอยู่ที่เขตจริงหรือไม่และแจ้งลำดับขั้นตอนแล้ว,เสร็จสิ้น,2023-05-18 04:08:52.914195+00
ท่อระบายน้ำ,กรุงเทพมหานคร,ฝาท่อพังค่ะ,2023-LG7KW9,"['100.69633', '13.81148']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/ba68a534140d8486dbedd8a098957c510e8b10be.jpg,,เลขที่ 904 ถนนรามอินทรา แขวงคันนายาว เขตคันนายาว แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-18 03:12:32.689543+00,['ท่อระบายน้ำ'],,0,เขตคันนายาว เชิญร่วมไปยัง ฝ่ายโยธา เขตคันนายาว,กำลังดำเนินการ,2023-05-18 03:16:39.029704+00
"ถนน,ทางเท้า",กรุงเทพมหานคร,ถนนฟุตบาธไม่ราบและแคบมากไม่สะดวกต่อการเดิน มีเศษก่อสร้างรถไฟฟ้าสายสีชมพูวางเกร่อไปหมด เศษดินวางเต็มข้างทางและมีเสาไฟฟ้าคั่นระหว่างทางเดิน ทำให้ต้องเดินเบียดกันไปมา อาจจะก่อให้เกิดอันตรายได้ โดยเฉพาะในเวลากลางคืน (เคยเดินสะดุดมาหลายรอบแล้ว),2023-FGACYZ,"['100.59596', '13.87636']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/374410daeb75fbeb29dba128628bc9b4b436ba8f.jpg,,79/55-56 ถ. แจ้งวัฒนะ แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18 03:11:50.114595+00,"['ถนน', 'ทางเท้า']",,0,,รอรับเรื่อง,2023-05-18 03:11:50.10133+00
"ทางเท้า,ร้องเรียน,ถนน",กรุงเทพมหานคร,"สวัสดีค่ะอาจารย์ อยากให้ช่วยดูตรงทางเข้าบริเวณสวนลุมพินีค่ะ

มีเหล็กกั้นตรงบริเวณหน้าพระบรมรูป ด้านถนนสีลม (คาดว่ากั้นปิดเนื่องจากโควิด)เเต่ทุกวันนี้ก็ยังมีกั้นไม่สามารถเดินตรงๆเข้าไปในสวนลุมได้ ต้องอ้อมไปบริเวณรถไฟฟ้าใต้ดิน 

ไม่เข้าใจว่าจะปิดทำไม เกะกะทางเท้า เเละบดบังทัศนียภาพมากๆ  เป็นไปได้รบกวนแก้ไขให้เอาออกสักทีได้มั้ยคะ ขอบคุณค่า",2023-A8CAZR,"['100.53717', '13.72978']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/c0430d0e6d55f74e88b449fdd39647e295b3b3c4.jpg,,192 ถนนพระรามที่ ๔ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18 03:10:38.025407+00,"['ทางเท้า', 'ร้องเรียน', 'ถนน']",,0,สำนักสิ่งแวดล้อม กทม. ส่งต่อไปยัง สน.ลุมพินี,ส่งต่อ(ใหม่),2023-05-18 07:13:53.065681+00
กีดขวาง,กรุงเทพมหานคร,ป้ายหาเสียงถูกปลดแล้ววางเกะกะขวางทาง,2023-FXQNQ4,"['100.56561', '13.74837']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/0737376280c738da43143c164166891c31fc7ccb.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684385373837.jpeg,1696 ถนน เพชรบุรี แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18 03:09:33.33971+00,['กีดขวาง'],5,0,เจ้าหน้าที่เทศกิจเขตห้วยขวาง ได้ดำเนินการแก้ไขและจัดเก็บป้ายหาเสียง มิให้กีดขวางการสัญจรของประชาชน เรียบร้อยแล้ว,เสร็จสิ้น,2023-05-18 04:49:34.925767+00
ความสะอาด,กรุงเทพมหานคร,"รบกวนหน่วยงานที่เกี่ยวข้องมาดูแลด้วยค่ะ เลียบวารีระหว่าง 21- 23 ใส่ถุงไว้อย่างดีผูกปากอย่างดีแต่คนเก็บของเก่าเขาฉีกขาดจนเป็นแบบนี้รบกวนรถขยะแวะเก็บด้วยนะครับตั้งไว้นานมากแล้วครับ

รบกวนหน่อยระครับ",2023-8R4XT2,"['100.84308', '13.85495']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/9c3b396f6083eb2a79bce1858a410e42dc0b279a.jpg,,21/1 ซอย ธำรงวินิจฉัย - ปุษยไพบูลย์ แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-18 03:09:24.238345+00,['ความสะอาด'],,0,สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,2023-05-18 03:28:27.907203+00
"ต้นไม้,ท่อระบายน้ำ,ความปลอดภัย,ถนน",กรุงเทพมหานคร,"ปัญหา : ประชาชนแจ้งว่ามีต้นไม้(เป็นต้นไม้สาธารณะ) โน้มเอียงมาใส่หลังคาบ้านของประชาชนผู้แจ้ง ต้องการให้เจ้าหน้าที่เร่งดำเนินการตัด ประชาชนเกรงว่าจะได้รับความเสียหายและอันตรายต่อบ้านของประชาชน
พิกัดจุดสังเกต : ตรงอุโมงค์ท่อระบายน้ำ
บ้านเลขที่ : 413
ถนน :  สุขุมวิท
ซอย : 101/1
แขวง : บางจาก 
เขต : พระโขนง กรุงเทพมหานคร 10260
#1555",LAM9P4,"['100.62298', '13.68463']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684379314809.jpeg,,413 ถนน สุขุมวิท 101/1 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18 03:08:36.128101+00,"['ต้นไม้', 'ท่อระบายน้ำ', 'ความปลอดภัย', 'ถนน']",,0,เขตพระโขนง เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตพระโขนง,กำลังดำเนินการ,2023-05-18 03:23:44.421248+00
ความสะอาด,กรุงเทพมหานคร,ทิ้งขยะริมคลองสาธารณะ,2023-7V23PQ,"['100.79204', '13.90774']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/c0238be724c9c11746cb80c907a49d2172b7ab63.jpg,,63/1984 ซอย คลองเก้า 7 แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-18 03:07:52.027641+00,['ความสะอาด'],,0,,รอรับเรื่อง,2023-05-18 05:36:49.629373+00
จราจร,กรุงเทพมหานคร,เก็บเต็นท์เลือกตั้งด้วยครับ เนื่องจากทำให้รถติดมาก,2023-NEVZLN,"['100.50108', '13.78338']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/292401480da863547c0dc00a279933484a537e22.jpg,,219 จรัญสนิทวงศ์ แขวง บางพลัด เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-18 03:07:42.109307+00,['จราจร'],,0,สำนักงานเขตบางพลัดขอขอบคุณท่านที่แจ้งปัญหาให้ทราบจะได้ดำเนินการตรวจสอบต่อไป,กำลังดำเนินการ,2023-05-18 03:12:29.467956+00
,กรุงเทพมหานคร,แท็กซี่จอดบนที่สาธารณะ,2023-DKFGYP,"['100.41201', '13.65924']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/c5792ed49dda2cfb31a73cf1ed191fb70ac00ad3.jpg,,MC56+MVG คลองบางบอน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-18 03:05:37.977086+00,[''],,0,เขตบางบอน ส่งต่อไปยัง กองบัญชาการตำรวจนครบาล (บช.น.),ส่งต่อ(ใหม่),2023-05-18 03:20:10.524479+00
ความปลอดภัย,กรุงเทพมหานคร,มีการเปิดผิวถนนเพื่อก่อสร้างแต่ไม่ได้มีการปิดผิวเมื่อก่อสร้างแล้วเสร็จ จึงทำให้เกิดอุบัติเหตุบ่อยครั้ง ขอให้รีบแก้ไขโดยเร็วที่สุด,2023-KE3MA6,"['100.61934', '13.95170']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/5c9845996c4645b34676657c19fe69bba7db8809.jpg,,XJ29+MP กรุงเทพมหานคร ประเทศไทย,2023-05-18 03:03:21.172451+00,['ความปลอดภัย'],,0,เขตดอนเมือง ส่งต่อไปยัง กรมทางหลวง,ส่งต่อ(ใหม่),2023-05-18 04:08:14.095595+00
กีดขวาง,กรุงเทพมหานคร,"รั้วสังกะสีโดนลมพัด
มากีดขวางทางเดิน",2023-CE8769,"['100.53862', '13.73419']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/a01df510e3a2e61e934886240393e34ff974eda0.jpg,,แยกราชดำริ 8 ถ. ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18 03:02:56.658265+00,['กีดขวาง'],,0,,รอรับเรื่อง,2023-05-18 06:21:17.192264+00
"ต้นไม้,ความสะอาด,ร้องเรียน,ความปลอดภัย",กรุงเทพมหานคร,"ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง  นร02660020284

ขอให้แก้ไขปัญหากองขยะและการตัดแต่งกิ่งไม้ที่ไม่เป็นระเบียบ บริเวณ ตลาดประชาชื่น แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร จุดสังเกต อยู่ใกล้กับวัดเสมียน (ตามผู้ร้องแจ้ง จากการตรวจสอบพบว่าเป็น วัดเสมียนนารี) เนื่องจากผู้ร้องเข้าไปเดินตลาดประชาชื่นพบว่า มีการตัดกิ่งต้นไม้และนำมากองรวมกันกับขยะที่อยู่ใกล้กับตลาดฯ และยังพบว่ามีการตัดแต่งกิ่งไม้ที่ไม่เป็นระเบียบ ทำให้กิ่งที่ยาวเข้าไปพาดหรือพันกับสายไฟฟ้า พบเห็นบ่อยครั้งมาเป็นระยะเวลา 5 ปี ล่าสุดพบเห็นเมื่อเดือนเมษายน 2566 และจนถึงปัจจุบัน (วันที่ 17 พฤษภาคม 2566) ยังไม่ได้รับการแก้ไขปัญหา ทำให้เกรงว่าจะเกิดเหตุฟ้าผ่าหรือระเบิดได้ และส่งผลให้ประชาชนไม่ได้รับความปลอดภัย เบื้องต้นเคยแจ้งเรื่องไปยังสำนักงานเขตจตุจักรแล้ว



//หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูด ที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลัก
ศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียน การเป็นพยาน หรือการให้ข้อมูลนั้น  #ศรท  #ศรท1111
#1555 #citydata",348VJA,"['100.55995', '13.82869']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684378937437.jpeg,,สำนักงานเขตจตุจักร ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร : 5 ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18 03:02:18.350293+00,"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']",,0,"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,2023-05-18 07:09:41.791823+00
สัตว์จรจัด,กรุงเทพมหานคร,"เหตุการณ์เกิดวันอาทิตย์ที่ 14 พค เวลา 17.30 น. หมู่บ้านแกรนด์บางกอก บูเลอวาร์ด สาทรกัลปพฤกษ์ มีสุนัขพันธุ์ร้อดไวเลอร์ วิ่งออกมาจากบ้านเลขที่ 48/61 ซอย 12 มากัด คนและสุนัข
เจ้าของสุนัขอยู่บ้านเลขที่ 48/132 ซอย 20

ผู้แจ้ง ชื่อ พิทยา โทรศัพท์ 084-728-0440",2023-RUE6M2,"['100.42324', '13.68572']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/a6bc95880320b3d38a032c15dad16dd69da03e3c.jpg,,48 Kanlapaphruek Rd แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18 03:02:14.786936+00,['สัตว์จรจัด'],,0,ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,2023-05-18 03:05:26.850792+00
กีดขวาง,กรุงเทพมหานคร,ป้ายรถเมล์หน้าตึกเนชั่นทาวเวอร์ มีแผ่นปูนขวางหน้าศาลารอรถเมล์ทำให้ประชาชนไม่สะดวกในการขึ้นลงรถเมล์ และกลายเป็นที่จอดรถมอเตอร์ไซด์ และมีแท๊กซี่จอดขวางป้ายรถเมล์ตลอดเวลา,2023-CDHLLD,"['100.65147', '13.66384']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/606848f9a5a3003e2055c6131cfed8c977b80bb6.jpg,,ตึกเนชั่น (อินเตอร์ลิ้งค์ ทาวเวอร์) แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18 03:02:09.842253+00,['กีดขวาง'],,0,,รอรับเรื่อง,2023-05-18 03:02:09.832834+00
"ถนน,คลอง",กรุงเทพมหานคร,"ปัญหา : มีการถมดินรุกล้ำคลองสาธารณะอยากให้ตรวจสอบและแก้ไข
จุดสังเกต :ถนนบางแค 7 ซอยยิ้มประยูร แยก1 ชื่อแยกยิ้มประยูรกับแยกหนองใหญ่ เขตบางแค คลองสาธารณะดังกล่าวจะอยู่ด้านหลังบ้านเลขที่ 19

ถนนบางแค 7 ซอยยิ้มประยูร แยก1
แขวงบางแค
 เขตบางแค
#1555",ZY649D,"['100.42100', '13.69925']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684378912123.jpeg,,111 สุขาภิบาล 1 แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18 03:01:53.827913+00,"['ถนน', 'คลอง']",,0,ฝ่ายโยธา เขตบางแค รับทราบเรื่องค่ะ,กำลังดำเนินการ,2023-05-18 03:29:43.948209+00
ทางเท้า,กรุงเทพมหานคร,ฟุตบาตแก้ไขเถอะครับ  อย่าให้ใครเค้ามาคอยว่าเลย,2023-3LBRY6,"['100.57363', '13.77845']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/625911c4447cbf4a6b13de87163aba9680cb55b3.jpg,,Pracharatbumpen 9 Pracharatbumpen Rd. Huay Kwang BKK TH แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18 03:00:22.330195+00,['ทางเท้า'],,0,,รอรับเรื่อง,2023-05-18 03:00:22.317341+00
ความสะอาด,กรุงเทพมหานคร,"* ปัญหา: รถขยะไม่เข้ามาเก็บขยะ ปรกติจะมาเก็บ 2-3 ครั้งต่อสัปดาห์ แล้วหลังๆมานี่ 1-2 สัปดาห์หรือมากกว่านั้นจะเก็บทำให้ขยะตกค้าง
* จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต)หน้าตะวันทองอพาร์ทเม้น
* ซอย:พัฒนาการ 30
* เเขวง:สวนหลวง
* เขต:สวนหลวง
#1555",WWVU4W,"['100.62055', '13.72770']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684378783692.jpeg,,464 พัฒนาการ แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18 02:59:44.803805+00,['ความสะอาด'],,0,แจ้งเจ้าหน้าที่ตรวจสอบแก้ไข,กำลังดำเนินการ,2023-05-18 04:07:36.495392+00
ท่อระบายน้ำ,กรุงเทพมหานคร,ท่อแตก,2023-VR6X7L,"['100.57882', '13.86865']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1cb68b3c3c8c3536a082d9b03e8914f1ee4e5528.jpg,,VH9H+FFQ ซอย วิภาวดีรังสิต 62 แยก 4 แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18 02:58:59.49601+00,['ท่อระบายน้ำ'],,0,,รอรับเรื่อง,2023-05-18 03:15:46.572216+00
ถนน,กรุงเทพมหานคร,"* ปัญหา: ประชาชนต้องการให้เก็บป้ายหาเสียงที่ติดไว้เพราะเลือกตั้งเสร็จแล้ว ขอให้ดำเนินการแก้ไข
* จุดเกิดเหตุ:  บริเวณในซอยรามคำแหง 160 ทั้งซอย
* ซอย: รามคำแหง 160
* ถนน: รามคำแหง
* เขต: สะพานสูง
#1555",TWGTAM,"['100.70432', '13.79070']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684378733667.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684381338322.jpeg,27 20 หมู่6 ซอย รามคำแหง 160 แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18 02:58:55.116835+00,['ถนน'],,0,ฝ่ายเทศกิจชุดปฏิบัติการ กำลังเร่งดำเนินการจัดเก็บป้ายหาเสียงนักการเมืองอยู่ในขณะนี้,เสร็จสิ้น,2023-05-18 03:42:43.525323+00
"ท่อระบายน้ำ,ถนน",กรุงเทพมหานคร,"ปัญหา: ท่อระบายน้ำสาธารณะอุดตัน อุดตันได้ประมาณ 3 ถึง 5 เดือน
จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ซอยรัชดาภิเษก 36 แยก 9-3-6-5 ทั้งซอย
ซอย: รัชดาภิเษก 36 แยก 9-3-6-5
ถนน: รัชดาภิเษก
เขต: จตุจักร
แขวง : จันทรเกษม
#1555",HJ3WC8,"['100.58652', '13.82753']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684378724614.jpeg,,"รัชดาภิเษก 36 แยก 9-3-6-5 รัชดาภิเษก จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ซอยรัชดาภิเษก 36 แยก 9-3-6-5 ทั้งซอย
เขต: จตุจักร
แขวง : จันทรเกษม : 346/257 ซอยรัชดาภิเษก 36 แยก 9-3-6-5 แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-18 02:58:45.657923+00,"['ท่อระบายน้ำ', 'ถนน']",,0,"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,2023-05-18 07:10:06.581207+00
